date,landing_page,page_title,views,users,entrances,engaged_sessions,average_engagement_time_seconds,form_submit_events,phone_click_events,whatsapp_click_events
2026-06-28,/blog/website-cost-nepal,Website Cost in Nepal Guide,53,34,22,14,73,0,0,0
2026-06-28,/contact,Contact,15,10,6,3,79,0,0,0
2026-06-28,/about,About Digi Agent,12,7,4,2,80,0,0,0
2026-06-29,/,Home,145,92,52,29,74,0,0,0
2026-06-29,/services/business-website,Business Website Development,172,133,76,48,97,1,1,1
2026-06-29,/services/ecommerce-store,Ecommerce Store Development,79,56,26,15,114,0,0,1
2026-06-29,/services/seo-digital-marketing,SEO & Digital Marketing,96,54,44,29,59,1,0,1
2026-06-29,/services/school-management-system,School Management System,50,35,14,10,113,0,0,0
2026-06-29,/services/law-firm-management-system,Law Firm Management System,24,14,9,5,66,0,0,0
2026-06-29,/portfolio,Portfolio,62,45,26,17,106,0,0,0
2026-06-29,/blog/website-cost-nepal,Website Cost in Nepal Guide,63,44,25,16,67,0,0,0
2026-06-29,/contact,Contact,18,11,7,4,66,0,0,0
2026-06-29,/about,About Digi Agent,11,7,5,3,58,0,0,0
2026-06-30,/,Home,245,138,84,42,64,0,0,1
2026-06-30,/services/business-website,Business Website Development,102,74,44,27,53,0,0,1
2026-06-30,/services/ecommerce-store,Ecommerce Store Development,111,84,47,27,144,1,1,0
2026-06-30,/services/seo-digital-marketing,SEO & Digital Marketing,134,87,49,29,57,0,0,1
2026-06-30,/services/school-management-system,School Management System,52,28,18,11,51,0,0,0
2026-06-30,/services/law-firm-management-system,Law Firm Management System,38,25,15,10,128,0,0,0
2026-06-30,/portfolio,Portfolio,74,43,22,15,136,0,0,0
2026-06-30,/blog/website-cost-nepal,Website Cost in Nepal Guide,90,69,38,25,80,0,0,0
2026-06-30,/contact,Contact,33,25,16,9,64,0,0,0
2026-06-30,/about,About Digi Agent,12,7,6,2,68,0,0,0
